Node ID,Node Path,Query,Refinement Link
679301011,Shoes/Men/Athletic/Track & Field & Cross Country/Track & Field,department_name:mens AND item_type_keyword:track-shoes,See Available Refinements
1264575011,Shoes/Men/Athletic/Trail Running,department_name:mens AND item_type_keyword:trail-runners,See Available Refinements
679302011,Shoes/Men/Athletic/Volleyball,department_name:mens AND item_type_keyword:volleyball-shoes,See Available Refinements
679303011,Shoes/Men/Athletic/Walking,department_name:mens AND item_type_keyword:walking-shoes,See Available Refinements
679304011,Shoes/Men/Athletic/Water Shoes,department_name:mens AND item_type_keyword:athletic-water-shoes,See Available Refinements
679305011,Shoes/Men/Athletic/Wrestling,department_name:mens AND item_type_keyword:wrestling-shoes,See Available Refinements
679307011,Shoes/Men/Boots,department_name:mens AND item_type_keyword:boots,See Available Refinements
679312011,Shoes/Men/Fashion Sneakers,department_name:mens AND item_type_keyword:fashion-sneakers,See Available Refinements
679313011,Shoes/Men/Loafers & Slip-Ons,department_name:mens AND item_type_keyword:loafers-shoes,See Available Refinements
3420996011,Shoes/Men/Mules & Clogs,department_name:mens AND item_type_keyword:clogs-and-mules-shoes,See Available Refinements
6127766011,Shoes/Men/Outdoor,,See Available Refinements
679270011,Shoes/Men/Outdoor/Climbing,department_name:mens AND item_type_keyword:rock-climbing-shoes,See Available Refinements
3420955011,Shoes/Men/Outdoor/Hiking & Trekking,,See Available Refinements
3420956011,Shoes/Men/Outdoor/Hiking & Trekking/Backpacking Boots,department_name:mens AND item_type_keyword:backpacking-boots,See Available Refinements
679280011,Shoes/Men/Outdoor/Hiking & Trekking/Hiking Boots,department_name:mens AND item_type_keyword:hiking-boots,See Available Refinements
679282011,Shoes/Men/Outdoor/Hiking & Trekking/Hiking Shoes,department_name:mens AND item_type_keyword:hiking-shoes,See Available Refinements
679281011,Shoes/Men/Outdoor/Hiking & Trekking/Mountaineering Hard Shell,department_name:mens AND item_type_keyword:mountaineering-boots,See Available Refinements
679283011,Shoes/Men/Outdoor/Hunting,department_name:mens AND item_type_keyword:hunting-shoes,See Available Refinements
3420968011,Shoes/Men/Outdoor/Rain Footwear,,See Available Refinements
679266011,Shoes/Men/Outdoor/Rain Footwear/Rain Boots,department_name:mens AND item_type_keyword:rain-boots,See Available Refinements
3420970011,Shoes/Men/Outdoor/Rain Footwear/Rain Shoes,department_name:mens AND item_type_keyword:rain-shoes,See Available Refinements
5658904011,Shoes/Men/Outdoor/Snow Boots,department_name:mens AND item_type_keyword:snow-boots,See Available Refinements
3420986011,Shoes/Men/Outdoor/Snow Sneakers,department_name:mens AND item_type_keyword:snow-sneakers,See Available Refinements
679291011,Shoes/Men/Outdoor/Sport Sandals,department_name:mens AND item_type_keyword:athletic-sandals,See Available Refinements
1264575011,Shoes/Men/Outdoor/Trail Running,department_name:mens AND item_type_keyword:trail-runners,See Available Refinements
679304011,Shoes/Men/Outdoor/Water Shoes,department_name:mens AND item_type_keyword:athletic-water-shoes,See Available Refinements
679319011,Shoes/Men/Oxfords,department_name:mens AND item_type_keyword:oxfords-shoes,See Available Refinements
679320011,Shoes/Men/Sandals,department_name:mens AND item_type_keyword:sandals,See Available Refinements
679324011,Shoes/Men/Slippers,department_name:mens AND item_type_keyword:slippers,See Available Refinements
679334011,Shoes/Men/Work & Safety,,See Available Refinements
679335011,Shoes/Men/Work & Safety/Boots,department_name:mens AND item_type_keyword:work-boots,See Available Refinements
679336011,Shoes/Men/Work & Safety/Shoes,department_name:mens AND item_type_keyword:work-shoes,See Available Refinements
684538011,Shoes/Related Accessories,item_type_keyword:shoe-accessories,
360832011,Shoes/Related Accessories/Backpacks,item_type_keyword:backpacks,See Available Refinements
2404179011,Shoes/Related Accessories/Backpacks/Casual Daypacks,item_type_keyword:basic-multipurpose-backpacks,See Available Refinements
3400471,Shoes/Related Accessories/Backpacks/Hiking Daypacks,item_type_keyword:hiking-daypacks,See Available Refinements
2404178011,Shoes/Related Accessories/Backpacks/Kids' Backpacks,item_type_keyword:childrens-school-backpacks,See Available Refinements
3478932011,Shoes/Related Accessories/Bag Organizers,,
3478931011,Shoes/Related Accessories/Bag Organizers/Men,department_name:mens AND item_type_keyword:handbag-organizers,
3420366011,Shoes/Related Accessories/Bag Organizers/Women,item_type_keyword:handbag-organizers,
3420365011,Shoes/Related Accessories/Belts,
2478144011,Shoes/Related Accessories/Belts/Boys,department_name:boys AND item_type_keyword:apparel-belts
2478145011,Shoes/Related Accessories/Belts/Girls,department_name:girls AND item_type_keyword:apparel-belts
2474947011,Shoes/Related Accessories/Belts/Men,department_name:mens AND item_type_keyword:apparel-belts
2474940011,Shoes/Related Accessories/Belts/Women,department_name:womens AND item_type_keyword:apparel-belts
3478916011,Shoes/Related Accessories/Cigarette Cases,
3478915011,Shoes/Related Accessories/Cigarette Cases/Men,department_name:mens AND item_type_keyword:cigarette-cases
